gene_id	gene_symbol	biotype	description	seq_region_name
ENSG00000172531	PPP1CA	protein_coding	protein phosphatase 1 catalytic subunit alpha [Source:HGNC Symbol;Acc:HGNC:9281]	11
ENSG00000158428	CATIP	protein_coding	ciliogenesis associated TTC17 interacting protein [Source:HGNC Symbol;Acc:HGNC:25062]	2
ENSG00000141551	CSNK1D	protein_coding	casein kinase 1 delta [Source:HGNC Symbol;Acc:HGNC:2452]	17
ENSG00000106615	RHEB	protein_coding	Ras homolog, mTORC1 binding [Source:HGNC Symbol;Acc:HGNC:10011]	7
ENSG00000163528	CHCHD4	protein_coding	coiled-coil-helix-coiled-coil-helix domain containing 4 [Source:HGNC Symbol;Acc:HGNC:26467]	3
ENSG00000072506	HSD17B10	protein_coding	hydroxysteroid 17-beta dehydrogenase 10 [Source:HGNC Symbol;Acc:HGNC:4800]	X
ENSG00000126787	DLGAP5	protein_coding	DLG associated protein 5 [Source:HGNC Symbol;Acc:HGNC:16864]	14
ENSG00000114902	SPCS1	protein_coding	signal peptidase complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:23401]	3
ENSG00000168710	AHCYL1	protein_coding	adenosylhomocysteinase like 1 [Source:HGNC Symbol;Acc:HGNC:344]	1
ENSG00000161677	JOSD2	protein_coding	Josephin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28853]	19
ENSG00000143537	ADAM15	protein_coding	ADAM metallopeptidase domain 15 [Source:HGNC Symbol;Acc:HGNC:193]	1
ENSG00000148308	GTF3C5	protein_coding	general transcription factor IIIC subunit 5 [Source:HGNC Symbol;Acc:HGNC:4668]	9
ENSG00000179632	MAF1	protein_coding	MAF1 negative regulator of RNA polymerase III [Source:HGNC Symbol;Acc:HGNC:24966]	8
ENSG00000181061	HIGD1A	protein_coding	HIG1 hypoxia inducible domain family member 1A [Source:HGNC Symbol;Acc:HGNC:29527]	3
ENSG00000165389	SPTSSA	protein_coding	serine palmitoyltransferase small subunit A [Source:HGNC Symbol;Acc:HGNC:20361]	14
ENSG00000076043	REXO2	protein_coding	RNA exonuclease 2 [Source:HGNC Symbol;Acc:HGNC:17851]	11
ENSG00000163220	S100A9	protein_coding	S100 calcium binding protein A9 [Source:HGNC Symbol;Acc:HGNC:10499]	1
ENSG00000177479	ARIH2	protein_coding	ariadne RBR E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:690]	3
ENSG00000153574	RPIA	protein_coding	ribose 5-phosphate isomerase A [Source:HGNC Symbol;Acc:HGNC:10297]	2
ENSG00000057608	GDI2	protein_coding	GDP dissociation inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:4227]	10
ENSG00000172336	POP7	protein_coding	POP7 ribonuclease P/MRP subunit [Source:HGNC Symbol;Acc:HGNC:19949]	7
ENSG00000184216	IRAK1	protein_coding	interleukin 1 receptor associated kinase 1 [Source:HGNC Symbol;Acc:HGNC:6112]	X
ENSG00000157500	APPL1	protein_coding	adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 1 [Source:HGNC Symbol;Acc:HGNC:24035]	3
ENSG00000145354	CISD2	protein_coding	CDGSH iron sulfur domain 2 [Source:HGNC Symbol;Acc:HGNC:24212]	4
ENSG00000164167	LSM6	protein_coding	LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:17017]	4
ENSG00000167747	C19orf48P	transcribed_unitary_pseudogene	chromosome 19 open reading frame 48, pseudogene [Source:HGNC Symbol;Acc:HGNC:29667]	19
ENSG00000105393	BABAM1	protein_coding	BRISC and BRCA1 A complex member 1 [Source:HGNC Symbol;Acc:HGNC:25008]	19
ENSG00000141905	NFIC	protein_coding	nuclear factor I C [Source:HGNC Symbol;Acc:HGNC:7786]	19
ENSG00000166797	CIAO2A	protein_coding	cytosolic iron-sulfur assembly component 2A [Source:HGNC Symbol;Acc:HGNC:26235]	15
ENSG00000174749	FAM241A	protein_coding	family with sequence similarity 241 member A [Source:HGNC Symbol;Acc:HGNC:26813]	4
ENSG00000131368	MRPS25	protein_coding	mitochondrial ribosomal protein S25 [Source:HGNC Symbol;Acc:HGNC:14511]	3
ENSG00000170561	IRX2	protein_coding	iroquois homeobox 2 [Source:HGNC Symbol;Acc:HGNC:14359]	5
ENSG00000143222	UFC1	protein_coding	ubiquitin-fold modifier conjugating enzyme 1 [Source:HGNC Symbol;Acc:HGNC:26941]	1
ENSG00000058085	LAMC2	protein_coding	laminin subunit gamma 2 [Source:HGNC Symbol;Acc:HGNC:6493]	1
ENSG00000161980	POLR3K	protein_coding	RNA polymerase III subunit K [Source:HGNC Symbol;Acc:HGNC:14121]	16
ENSG00000146223	RPL7L1	protein_coding	ribosomal protein L7 like 1 [Source:HGNC Symbol;Acc:HGNC:21370]	6
ENSG00000205981	DNAJC19	protein_coding	DnaJ heat shock protein family (Hsp40) member C19 [Source:HGNC Symbol;Acc:HGNC:30528]	3
ENSG00000163399	ATP1A1	protein_coding	ATPase Na+/K+ transporting subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:799]	1
ENSG00000113845	TIMMDC1	protein_coding	translocase of inner mitochondrial membrane domain containing 1 [Source:HGNC Symbol;Acc:HGNC:1321]	3
ENSG00000136238	RAC1	protein_coding	Rac family small GTPase 1 [Source:HGNC Symbol;Acc:HGNC:9801]	7
ENSG00000114302	PRKAR2A	protein_coding	protein kinase cAMP-dependent type II regulatory subunit alpha [Source:HGNC Symbol;Acc:HGNC:9391]	3
ENSG00000067057	PFKP	protein_coding	phosphofructokinase, platelet [Source:HGNC Symbol;Acc:HGNC:8878]	10
ENSG00000189241	TSPYL1	protein_coding	TSPY like 1 [Source:HGNC Symbol;Acc:HGNC:12382]	6
ENSG00000101558	VAPA	protein_coding	VAMP associated protein A [Source:HGNC Symbol;Acc:HGNC:12648]	18
ENSG00000080371	RAB21	protein_coding	RAB21, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:18263]	12
ENSG00000110321	EIF4G2	protein_coding	eukaryotic translation initiation factor 4 gamma 2 [Source:HGNC Symbol;Acc:HGNC:3297]	11
ENSG00000133226	SRRM1	protein_coding	serine and arginine repetitive matrix 1 [Source:HGNC Symbol;Acc:HGNC:16638]	1
ENSG00000147684	NDUFB9	protein_coding	NADH:ubiquinone oxidoreductase subunit B9 [Source:HGNC Symbol;Acc:HGNC:7704]	8
ENSG00000113558	SKP1	protein_coding	S-phase kinase associated protein 1 [Source:HGNC Symbol;Acc:HGNC:10899]	5
ENSG00000152518	ZFP36L2	protein_coding	ZFP36 ring finger protein like 2 [Source:HGNC Symbol;Acc:HGNC:1108]	2
ENSG00000115233	PSMD14	protein_coding	proteasome 26S subunit, non-ATPase 14 [Source:HGNC Symbol;Acc:HGNC:16889]	2
ENSG00000109180	OCIAD1	protein_coding	OCIA domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16074]	4
ENSG00000165724	ZMYND19	protein_coding	zinc finger MYND-type containing 19 [Source:HGNC Symbol;Acc:HGNC:21146]	9
ENSG00000169908	TM4SF1	protein_coding	transmembrane 4 L six family member 1 [Source:HGNC Symbol;Acc:HGNC:11853]	3
ENSG00000173486	FKBP2	protein_coding	FKBP prolyl isomerase 2 [Source:HGNC Symbol;Acc:HGNC:3718]	11
ENSG00000141030	COPS3	protein_coding	COP9 signalosome subunit 3 [Source:HGNC Symbol;Acc:HGNC:2239]	17
ENSG00000241685	ARPC1A	protein_coding	actin related protein 2/3 complex subunit 1A [Source:HGNC Symbol;Acc:HGNC:703]	7
ENSG00000138385	SSB	protein_coding	small RNA binding exonuclease protection factor La [Source:HGNC Symbol;Acc:HGNC:11316]	2
ENSG00000110344	UBE4A	protein_coding	ubiquitination factor E4A [Source:HGNC Symbol;Acc:HGNC:12499]	11
ENSG00000146540	CHLSN	protein_coding	cholesin [Source:HGNC Symbol;Acc:HGNC:22421]	7
ENSG00000139579	NABP2	protein_coding	nucleic acid binding protein 2 [Source:HGNC Symbol;Acc:HGNC:28412]	12
ENSG00000196363	WDR5	protein_coding	WD repeat domain 5 [Source:HGNC Symbol;Acc:HGNC:12757]	9
ENSG00000002586	CD99	protein_coding	CD99 molecule (Xg blood group) [Source:HGNC Symbol;Acc:HGNC:7082]	X
ENSG00000109917	ZPR1	protein_coding	ZPR1 zinc finger [Source:HGNC Symbol;Acc:HGNC:13051]	11
ENSG00000163882	POLR2H	protein_coding	RNA polymerase II, I and III subunit H [Source:HGNC Symbol;Acc:HGNC:9195]	3
ENSG00000078369	GNB1	protein_coding	G protein subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:4396]	1
ENSG00000243317	STMP1	protein_coding	short transmembrane mitochondrial protein 1 [Source:HGNC Symbol;Acc:HGNC:41909]	7
ENSG00000177879	AP3S1	protein_coding	adaptor related protein complex 3 subunit sigma 1 [Source:HGNC Symbol;Acc:HGNC:2013]	5
ENSG00000175634	RPS6KB2	protein_coding	ribosomal protein S6 kinase B2 [Source:HGNC Symbol;Acc:HGNC:10437]	11
ENSG00000141759	TXNL4A	protein_coding	thioredoxin like 4A [Source:HGNC Symbol;Acc:HGNC:30551]	18
ENSG00000172922	RNASEH2C	protein_coding	ribonuclease H2 subunit C [Source:HGNC Symbol;Acc:HGNC:24116]	11
ENSG00000100567	PSMA3	protein_coding	proteasome 20S subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:9532]	14
ENSG00000241468	ATP5MF	protein_coding	ATP synthase membrane subunit f [Source:HGNC Symbol;Acc:HGNC:848]	7
ENSG00000182628	SKA2	protein_coding	spindle and kinetochore associated complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:28006]	17
ENSG00000125611	CHCHD5	protein_coding	coiled-coil-helix-coiled-coil-helix domain containing 5 [Source:HGNC Symbol;Acc:HGNC:17840]	2
ENSG00000071994	PDCD2	protein_coding	programmed cell death 2 [Source:HGNC Symbol;Acc:HGNC:8762]	6
ENSG00000138495	COX17	protein_coding	cytochrome c oxidase copper chaperone COX17 [Source:HGNC Symbol;Acc:HGNC:2264]	3
ENSG00000068489	PRR11	protein_coding	proline rich 11 [Source:HGNC Symbol;Acc:HGNC:25619]	17
ENSG00000197070	ARRDC1	protein_coding	arrestin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28633]	9
ENSG00000165916	PSMC3	protein_coding	proteasome 26S subunit, ATPase 3 [Source:HGNC Symbol;Acc:HGNC:9549]	11
ENSG00000119655	NPC2	protein_coding	NPC intracellular cholesterol transporter 2 [Source:HGNC Symbol;Acc:HGNC:14537]	14
ENSG00000108786	HSD17B1	protein_coding	hydroxysteroid 17-beta dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:5210]	17
ENSG00000054116	TRAPPC3	protein_coding	trafficking protein particle complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:19942]	1
ENSG00000100442	FKBP3	protein_coding	FKBP prolyl isomerase 3 [Source:HGNC Symbol;Acc:HGNC:3719]	14
ENSG00000140374	ETFA	protein_coding	electron transfer flavoprotein subunit alpha [Source:HGNC Symbol;Acc:HGNC:3481]	15
ENSG00000116560	SFPQ	protein_coding	splicing factor proline and glutamine rich [Source:HGNC Symbol;Acc:HGNC:10774]	1
ENSG00000132329	RAMP1	protein_coding	receptor activity modifying protein 1 [Source:HGNC Symbol;Acc:HGNC:9843]	2
ENSG00000170144	HNRNPA3	protein_coding	heterogeneous nuclear ribonucleoprotein A3 [Source:HGNC Symbol;Acc:HGNC:24941]	2
ENSG00000175606	TMEM70	protein_coding	transmembrane protein 70 [Source:HGNC Symbol;Acc:HGNC:26050]	8
ENSG00000197170	PSMD12	protein_coding	proteasome 26S subunit, non-ATPase 12 [Source:HGNC Symbol;Acc:HGNC:9557]	17
ENSG00000100216	TOMM22	protein_coding	translocase of outer mitochondrial membrane 22 [Source:HGNC Symbol;Acc:HGNC:18002]	22
ENSG00000186298	PPP1CC	protein_coding	protein phosphatase 1 catalytic subunit gamma [Source:HGNC Symbol;Acc:HGNC:9283]	12
ENSG00000129810	SGO1	protein_coding	shugoshin 1 [Source:HGNC Symbol;Acc:HGNC:25088]	3
ENSG00000083937	CHMP2B	protein_coding	charged multivesicular body protein 2B [Source:HGNC Symbol;Acc:HGNC:24537]	3
ENSG00000138381	ASNSD1	protein_coding	asparagine synthetase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24910]	2
ENSG00000132424	PNISR	protein_coding	PNN interacting serine and arginine rich protein [Source:HGNC Symbol;Acc:HGNC:21222]	6
ENSG00000141867	BRD4	protein_coding	bromodomain containing 4 [Source:HGNC Symbol;Acc:HGNC:13575]	19
ENSG00000111665	CDCA3	protein_coding	cell division cycle associated 3 [Source:HGNC Symbol;Acc:HGNC:14624]	12
ENSG00000167004	PDIA3	protein_coding	protein disulfide isomerase family A member 3 [Source:HGNC Symbol;Acc:HGNC:4606]	15
ENSG00000141698	NT5C3B	protein_coding	5'-nucleotidase, cytosolic IIIB [Source:HGNC Symbol;Acc:HGNC:28300]	17
ENSG00000168528	SERINC2	protein_coding	serine incorporator 2 [Source:HGNC Symbol;Acc:HGNC:23231]	1
ENSG00000117419	ERI3	protein_coding	ERI1 exoribonuclease family member 3 [Source:HGNC Symbol;Acc:HGNC:17276]	1
ENSG00000116044	NFE2L2	protein_coding	NFE2 like bZIP transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:7782]	2
ENSG00000168275	COA6	protein_coding	cytochrome c oxidase assembly factor 6 [Source:HGNC Symbol;Acc:HGNC:18025]	1
ENSG00000131435	PDLIM4	protein_coding	PDZ and LIM domain 4 [Source:HGNC Symbol;Acc:HGNC:16501]	5
ENSG00000123562	MORF4L2	protein_coding	mortality factor 4 like 2 [Source:HGNC Symbol;Acc:HGNC:16849]	X
ENSG00000118418	HMGN3	protein_coding	high mobility group nucleosomal binding domain 3 [Source:HGNC Symbol;Acc:HGNC:12312]	6
ENSG00000057019	DCBLD2	protein_coding	discoidin, CUB and LCCL domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24627]	3
ENSG00000170348	TMED10	protein_coding	transmembrane p24 trafficking protein 10 [Source:HGNC Symbol;Acc:HGNC:16998]	14
ENSG00000103495	MAZ	protein_coding	MYC associated zinc finger protein [Source:HGNC Symbol;Acc:HGNC:6914]	16
ENSG00000153561	RMND5A	protein_coding	required for meiotic nuclear division 5 homolog A [Source:HGNC Symbol;Acc:HGNC:25850]	2
ENSG00000165704	HPRT1	protein_coding	hypoxanthine phosphoribosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:5157]	X
ENSG00000089280	FUS	protein_coding	FUS RNA binding protein [Source:HGNC Symbol;Acc:HGNC:4010]	16
ENSG00000262919	CCNQ	protein_coding	cyclin Q [Source:HGNC Symbol;Acc:HGNC:28434]	X
ENSG00000184900	SUMO3	protein_coding	small ubiquitin like modifier 3 [Source:HGNC Symbol;Acc:HGNC:11124]	21
ENSG00000196504	PRPF40A	protein_coding	pre-mRNA processing factor 40A [Source:HGNC Symbol;Acc:HGNC:16463]	2
ENSG00000072110	ACTN1	protein_coding	actinin alpha 1 [Source:HGNC Symbol;Acc:HGNC:163]	14
ENSG00000151131	NOPCHAP1	protein_coding	NOP protein chaperone 1 [Source:HGNC Symbol;Acc:HGNC:28628]	12
ENSG00000068912	ERLEC1	protein_coding	endoplasmic reticulum lectin 1 [Source:HGNC Symbol;Acc:HGNC:25222]	2
ENSG00000104872	PIH1D1	protein_coding	PIH1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26075]	19
ENSG00000114405	CEP15	protein_coding	centrosomal protein 15 [Source:HGNC Symbol;Acc:HGNC:25024]	3
ENSG00000160886	LY6K	protein_coding	lymphocyte antigen 6 family member K [Source:HGNC Symbol;Acc:HGNC:24225]	8
ENSG00000137807	KIF23	protein_coding	kinesin family member 23 [Source:HGNC Symbol;Acc:HGNC:6392]	15
ENSG00000141522	ARHGDIA	protein_coding	Rho GDP dissociation inhibitor alpha [Source:HGNC Symbol;Acc:HGNC:678]	17
ENSG00000137574	TGS1	protein_coding	trimethylguanosine synthase 1 [Source:HGNC Symbol;Acc:HGNC:17843]	8
ENSG00000128609	NDUFA5	protein_coding	NADH:ubiquinone oxidoreductase subunit A5 [Source:HGNC Symbol;Acc:HGNC:7688]	7
ENSG00000076554	TPD52	protein_coding	tumor protein D52 [Source:HGNC Symbol;Acc:HGNC:12005]	8
ENSG00000157916	RER1	protein_coding	retention in endoplasmic reticulum sorting receptor 1 [Source:HGNC Symbol;Acc:HGNC:30309]	1
ENSG00000164081	TEX264	protein_coding	testis expressed 264, ER-phagy receptor [Source:HGNC Symbol;Acc:HGNC:30247]	3
ENSG00000183955	KMT5A	protein_coding	lysine methyltransferase 5A [Source:HGNC Symbol;Acc:HGNC:29489]	12
ENSG00000175826	CTDNEP1	protein_coding	CTD nuclear envelope phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:19085]	17
ENSG00000171421	MRPL36	protein_coding	mitochondrial ribosomal protein L36 [Source:HGNC Symbol;Acc:HGNC:14490]	5
ENSG00000163319	MRPS18C	protein_coding	mitochondrial ribosomal protein S18C [Source:HGNC Symbol;Acc:HGNC:16633]	4
ENSG00000147689	FAM83A	protein_coding	family with sequence similarity 83 member A [Source:HGNC Symbol;Acc:HGNC:28210]	8
ENSG00000148334	PTGES2	protein_coding	prostaglandin E synthase 2 [Source:HGNC Symbol;Acc:HGNC:17822]	9
ENSG00000160194	NDUFV3	protein_coding	NADH:ubiquinone oxidoreductase subunit V3 [Source:HGNC Symbol;Acc:HGNC:7719]	21
ENSG00000054118	THRAP3	protein_coding	thyroid hormone receptor associated protein 3 [Source:HGNC Symbol;Acc:HGNC:22964]	1
ENSG00000123219	CENPK	protein_coding	centromere protein K [Source:HGNC Symbol;Acc:HGNC:29479]	5
ENSG00000101150	TPD52L2	protein_coding	TPD52 like 2 [Source:HGNC Symbol;Acc:HGNC:12007]	20
ENSG00000100519	PSMC6	protein_coding	proteasome 26S subunit, ATPase 6 [Source:HGNC Symbol;Acc:HGNC:9553]	14
ENSG00000144034	TPRKB	protein_coding	TP53RK binding protein [Source:HGNC Symbol;Acc:HGNC:24259]	2
ENSG00000121766	ZCCHC17	protein_coding	zinc finger CCHC-type containing 17 [Source:HGNC Symbol;Acc:HGNC:30246]	1
ENSG00000114125	RNF7	protein_coding	ring finger protein 7 [Source:HGNC Symbol;Acc:HGNC:10070]	3
ENSG00000155254	MARVELD1	protein_coding	MARVEL domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28674]	10
ENSG00000117632	STMN1	protein_coding	stathmin 1 [Source:HGNC Symbol;Acc:HGNC:6510]	1
ENSG00000125656	CLPP	protein_coding	caseinolytic mitochondrial matrix peptidase proteolytic subunit [Source:HGNC Symbol;Acc:HGNC:2084]	19
ENSG00000143612	LTAP1	protein_coding	lipid transport auxiliary protein 1 [Source:HGNC Symbol;Acc:HGNC:29876]	1
ENSG00000185825	BCAP31	protein_coding	B cell receptor associated protein 31 [Source:HGNC Symbol;Acc:HGNC:16695]	X
ENSG00000116670	MAD2L2	protein_coding	mitotic arrest deficient 2 like 2 [Source:HGNC Symbol;Acc:HGNC:6764]	1
ENSG00000108639	SYNGR2	protein_coding	synaptogyrin 2 [Source:HGNC Symbol;Acc:HGNC:11499]	17
ENSG00000164237	CMBL	protein_coding	carboxymethylenebutenolidase homolog [Source:HGNC Symbol;Acc:HGNC:25090]	5
ENSG00000285437	POLR2J3	protein_coding	RNA polymerase II subunit J3 [Source:HGNC Symbol;Acc:HGNC:33853]	7
ENSG00000205542	TMSB4X	protein_coding	thymosin beta 4 X-linked [Source:HGNC Symbol;Acc:HGNC:11881]	X
ENSG00000134375	TIMM17A	protein_coding	translocase of inner mitochondrial membrane 17A [Source:HGNC Symbol;Acc:HGNC:17315]	1
ENSG00000161179	YDJC	protein_coding	YdjC chitooligosaccharide deacetylase homolog [Source:HGNC Symbol;Acc:HGNC:27158]	22
ENSG00000100813	ACIN1	protein_coding	apoptotic chromatin condensation inducer 1 [Source:HGNC Symbol;Acc:HGNC:17066]	14
ENSG00000115204	MPV17	protein_coding	mitochondrial inner membrane protein MPV17 [Source:HGNC Symbol;Acc:HGNC:7224]	2
ENSG00000101557	USP14	protein_coding	ubiquitin specific peptidase 14 [Source:HGNC Symbol;Acc:HGNC:12612]	18
ENSG00000146701	MDH2	protein_coding	malate dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:6971]	7
ENSG00000077549	CAPZB	protein_coding	capping actin protein of muscle Z-line subunit beta [Source:HGNC Symbol;Acc:HGNC:1491]	1
ENSG00000166145	SPINT1	protein_coding	serine peptidase inhibitor, Kunitz type 1 [Source:HGNC Symbol;Acc:HGNC:11246]	15
ENSG00000154473	BUB3	protein_coding	BUB3 mitotic checkpoint protein [Source:HGNC Symbol;Acc:HGNC:1151]	10
ENSG00000170606	HSPA4	protein_coding	heat shock protein family A (Hsp70) member 4 [Source:HGNC Symbol;Acc:HGNC:5237]	5
ENSG00000186395	KRT10	protein_coding	keratin 10 [Source:HGNC Symbol;Acc:HGNC:6413]	17
ENSG00000185896	LAMP1	protein_coding	lysosomal associated membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:6499]	13
ENSG00000085733	CTTN	protein_coding	cortactin [Source:HGNC Symbol;Acc:HGNC:3338]	11
ENSG00000105323	HNRNPUL1	protein_coding	heterogeneous nuclear ribonucleoprotein U like 1 [Source:HGNC Symbol;Acc:HGNC:17011]	19
ENSG00000020426	MNAT1	protein_coding	MNAT1 component of CDK activating kinase [Source:HGNC Symbol;Acc:HGNC:7181]	14
ENSG00000124562	SNRPC	protein_coding	small nuclear ribonucleoprotein polypeptide C [Source:HGNC Symbol;Acc:HGNC:11157]	6
ENSG00000130706	ADRM1	protein_coding	ADRM1 26S proteasome ubiquitin receptor [Source:HGNC Symbol;Acc:HGNC:15759]	20
ENSG00000151366	NDUFC2	protein_coding	NADH:ubiquinone oxidoreductase subunit C2 [Source:HGNC Symbol;Acc:HGNC:7706]	11
ENSG00000161249	DMKN	protein_coding	dermokine [Source:HGNC Symbol;Acc:HGNC:25063]	19
ENSG00000198160	MIER1	protein_coding	MIER1 transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:29657]	1
ENSG00000049656	CLPTM1L	protein_coding	CLPTM1 like [Source:HGNC Symbol;Acc:HGNC:24308]	5
ENSG00000173456	RNF26	protein_coding	ring finger protein 26 [Source:HGNC Symbol;Acc:HGNC:14646]	11
ENSG00000177700	POLR2L	protein_coding	RNA polymerase II, I and III subunit L [Source:HGNC Symbol;Acc:HGNC:9199]	11
ENSG00000100554	ATP6V1D	protein_coding	ATPase H+ transporting V1 subunit D [Source:HGNC Symbol;Acc:HGNC:13527]	14
ENSG00000131473	ACLY	protein_coding	ATP citrate lyase [Source:HGNC Symbol;Acc:HGNC:115]	17
ENSG00000198356	GET3	protein_coding	guided entry of tail-anchored proteins factor 3, ATPase [Source:HGNC Symbol;Acc:HGNC:752]	19
ENSG00000178605	GTPBP6	protein_coding	GTP binding protein 6 (putative) [Source:HGNC Symbol;Acc:HGNC:30189]	X
ENSG00000130741	EIF2S3	protein_coding	eukaryotic translation initiation factor 2 subunit gamma [Source:HGNC Symbol;Acc:HGNC:3267]	X
ENSG00000088986	DYNLL1	protein_coding	dynein light chain LC8-type 1 [Source:HGNC Symbol;Acc:HGNC:15476]	12
ENSG00000106484	MEST	protein_coding	mesoderm specific transcript [Source:HGNC Symbol;Acc:HGNC:7028]	7
ENSG00000108846	ABCC3	protein_coding	ATP binding cassette subfamily C member 3 [Source:HGNC Symbol;Acc:HGNC:54]	17
ENSG00000105329	TGFB1	protein_coding	transforming growth factor beta 1 [Source:HGNC Symbol;Acc:HGNC:11766]	19
ENSG00000167112	TRUB2	protein_coding	TruB pseudouridine synthase family member 2 [Source:HGNC Symbol;Acc:HGNC:17170]	9
ENSG00000116095	PLEKHA3	protein_coding	pleckstrin homology domain containing A3 [Source:HGNC Symbol;Acc:HGNC:14338]	2
ENSG00000128340	RAC2	protein_coding	Rac family small GTPase 2 [Source:HGNC Symbol;Acc:HGNC:9802]	22
ENSG00000163041	H3-3A	protein_coding	H3.3 histone A [Source:HGNC Symbol;Acc:HGNC:4764]	1
ENSG00000071054	MAP4K4	protein_coding	mitogen-activated protein kinase kinase kinase kinase 4 [Source:HGNC Symbol;Acc:HGNC:6866]	2
ENSG00000137962	ARHGAP29	protein_coding	Rho GTPase activating protein 29 [Source:HGNC Symbol;Acc:HGNC:30207]	1
ENSG00000146729	NIPSNAP2	protein_coding	nipsnap homolog 2 [Source:HGNC Symbol;Acc:HGNC:4179]	7
ENSG00000120686	UFM1	protein_coding	ubiquitin fold modifier 1 [Source:HGNC Symbol;Acc:HGNC:20597]	13
ENSG00000150782	IL18	protein_coding	interleukin 18 [Source:HGNC Symbol;Acc:HGNC:5986]	11
ENSG00000124942	AHNAK	protein_coding	AHNAK nucleoprotein [Source:HGNC Symbol;Acc:HGNC:347]	11
ENSG00000160799	CCDC12	protein_coding	coiled-coil domain containing 12 [Source:HGNC Symbol;Acc:HGNC:28332]	3
ENSG00000105993	DNAJB6	protein_coding	DnaJ heat shock protein family (Hsp40) member B6 [Source:HGNC Symbol;Acc:HGNC:14888]	7
ENSG00000025796	SEC63	protein_coding	SEC63 protein translocation regulator [Source:HGNC Symbol;Acc:HGNC:21082]	6
ENSG00000125166	GOT2	protein_coding	glutamic-oxaloacetic transaminase 2 [Source:HGNC Symbol;Acc:HGNC:4433]	16
ENSG00000133318	RTN3	protein_coding	reticulon 3 [Source:HGNC Symbol;Acc:HGNC:10469]	11
ENSG00000067248	DHX29	protein_coding	DExH-box helicase 29 [Source:HGNC Symbol;Acc:HGNC:15815]	5
ENSG00000176046	NUPR1	protein_coding	nuclear protein 1, transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:29990]	16
ENSG00000130312	MRPL34	protein_coding	mitochondrial ribosomal protein L34 [Source:HGNC Symbol;Acc:HGNC:14488]	19
ENSG00000166295	ANAPC16	protein_coding	anaphase promoting complex subunit 16 [Source:HGNC Symbol;Acc:HGNC:26976]	10
ENSG00000101000	PROCR	protein_coding	protein C receptor [Source:HGNC Symbol;Acc:HGNC:9452]	20
ENSG00000128185	DGCR6L	protein_coding	DiGeorge syndrome critical region gene 6 like [Source:HGNC Symbol;Acc:HGNC:18551]	22
ENSG00000079482	OPHN1	protein_coding	oligophrenin 1 [Source:HGNC Symbol;Acc:HGNC:8148]	X
ENSG00000143815	LBR	protein_coding	lamin B receptor [Source:HGNC Symbol;Acc:HGNC:6518]	1
ENSG00000167005	NUDT21	protein_coding	nudix hydrolase 21 [Source:HGNC Symbol;Acc:HGNC:13870]	16
ENSG00000203667	COX20	protein_coding	cytochrome c oxidase assembly factor COX20 [Source:HGNC Symbol;Acc:HGNC:26970]	1
ENSG00000106348	IMPDH1	protein_coding	inosine monophosphate dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:6052]	7
ENSG00000005022	SLC25A5	protein_coding	solute carrier family 25 member 5 [Source:HGNC Symbol;Acc:HGNC:10991]	X
ENSG00000184840	TMED9	protein_coding	transmembrane p24 trafficking protein 9 [Source:HGNC Symbol;Acc:HGNC:24878]	5
ENSG00000166164	BRD7	protein_coding	bromodomain containing 7 [Source:HGNC Symbol;Acc:HGNC:14310]	16
ENSG00000101166	PRELID3B	protein_coding	PRELI domain containing 3B [Source:HGNC Symbol;Acc:HGNC:15892]	20
ENSG00000005884	ITGA3	protein_coding	integrin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6139]	17
ENSG00000113649	TCERG1	protein_coding	transcription elongation regulator 1 [Source:HGNC Symbol;Acc:HGNC:15630]	5
